base_year,series,year,indicator,frequency,revision,industry,subindustry,institutional_sector,quarter,current_price,constant_price,unit
2022-23,Current,2023-24,Gross Value Added,Annual,Final Estimates,"Financial, Real Estate & Professional Services",,,,6673409.325,6346958.763,₹ Crore
2022-23,Current,2023-24,Gross Value Added,Annual,Final Estimates,Financial Services,,,,1658054.983,1589213.904,₹ Crore
2022-23,Current,2023-24,Gross Value Added,Annual,Final Estimates,"Real Estate, Ownership of Dwelling & Professional Services",,,,5015354.341,4757744.858,₹ Crore
2022-23,Current,2023-24,Gross Value Added,Annual,Final Estimates,"Public Administration, Defence & Other Services",,,,3404437.771,3244649.306,₹ Crore
2022-23,Current,2023-24,Gross Value Added,Annual,Final Estimates,Public Administration and Defence,,,,1496518.118,1433660.309,₹ Crore
2022-23,Current,2023-24,Gross Value Added,Annual,Final Estimates,Other Services,,,,1907919.653,1810988.996,₹ Crore
2022-23,Current,2023-24,Gross Value Added,Annual,Final Estimates,Total Gross Value Added,,,,26316102.55,25481220.2,₹ Crore
2011-12,Current,2022-23,Gross Value Added,Annual,First Advance Estimates,"Agriculture, Livestock, Forestry and Fishing",,,,4477171.325,2182582.141,₹ Crore
2011-12,Current,2022-23,Gross Value Added,Annual,First Advance Estimates,Mining and Quarrying,,,,705034.2868,335810.2558,₹ Crore
2011-12,Current,2022-23,Gross Value Added,Annual,First Advance Estimates,Manufacturing,,,,3574403.636,2509365.816,₹ Crore
2011-12,Current,2022-23,Gross Value Added,Annual,First Advance Estimates,"Electricity, Gas, Water Supply & Other Utility Services",,,,758958.9067,339659.9673,₹ Crore
2011-12,Current,2022-23,Gross Value Added,Annual,First Advance Estimates,Construction,,,,2004177.798,1171314.818,₹ Crore
2011-12,Current,2022-23,Gross Value Added,Annual,First Advance Estimates,"Trade, Hotels, Transport, Communication & Services Related to Broadcasting",,,,4388211.977,2712235.228,₹ Crore
2011-12,Current,2022-23,Gross Value Added,Annual,First Advance Estimates,"Financial, Real Estate & Professional Services",,,,5198108.45,3284129.771,₹ Crore
2011-12,Current,2022-23,Gross Value Added,Annual,First Advance Estimates,"Public Administration, Defence & Other Services",,,,3620148.23,1983575.331,₹ Crore
2011-12,Current,2022-23,Gross Value Added,Annual,First Advance Estimates,Total Gross Value Added,,,,24726214.61,14518673.33,₹ Crore
2011-12,Current,2022-23,Gross Value Added,Annual,Second Advance Estimates,"Agriculture, Livestock, Forestry and Fishing",,,,4520817.98,2221092.257,₹ Crore
2011-12,Current,2022-23,Gross Value Added,Annual,Second Advance Estimates,Mining and Quarrying,,,,584763.2647,320897.6386,₹ Crore
2011-12,Current,2022-23,Gross Value Added,Annual,Second Advance Estimates,Manufacturing,,,,3623283.841,2596857.634,₹ Crore
2011-12,Current,2022-23,Gross Value Added,Annual,Second Advance Estimates,"Electricity, Gas, Water Supply & Other Utility Services",,,,740601.9543,345037.9708,₹ Crore
2011-12,Current,2022-23,Gross Value Added,Annual,Second Advance Estimates,Construction,,,,2021175.515,1232337.757,₹ Crore
2011-12,Current,2022-23,Gross Value Added,Annual,Second Advance Estimates,"Trade, Hotels, Transport, Communication & Services Related to Broadcasting",,,,4475544.346,2804869.874,₹ Crore
2011-12,Current,2022-23,Gross Value Added,Annual,Second Advance Estimates,"Financial, Real Estate & Professional Services",,,,5294692.103,3311208.058,₹ Crore
2011-12,Current,2022-23,Gross Value Added,Annual,Second Advance Estimates,"Public Administration, Defence & Other Services",,,,3446122.001,1880292.068,₹ Crore
2011-12,Current,2022-23,Gross Value Added,Annual,Second Advance Estimates,Total Gross Value Added,,,,24707001.01,14712593.26,₹ Crore
2011-12,Current,2022-23,Gross Value Added,Annual,Provisional Estimates,"Agriculture, Livestock, Forestry and Fishing",,,,4557598.746,2234268.862,₹ Crore
2011-12,Current,2022-23,Gross Value Added,Annual,Provisional Estimates,Mining and Quarrying,,,,583535.4469,324707.6871,₹ Crore
2011-12,Current,2022-23,Gross Value Added,Annual,Provisional Estimates,Manufacturing,,,,3636171.275,2617059.483,₹ Crore
2011-12,Current,2022-23,Gross Value Added,Annual,Provisional Estimates,"Electricity, Gas, Water Supply & Other Utility Services",,,,741539.6971,344417.85,₹ Crore
2011-12,Current,2022-23,Gross Value Added,Annual,Provisional Estimates,Construction,,,,2027545.065,1242354.4,₹ Crore
2011-12,Current,2022-23,Gross Value Added,Annual,Provisional Estimates,"Trade, Hotels, Transport, Communication & Services Related to Broadcasting",,,,4448155.815,2800111.969,₹ Crore
2011-12,Current,2022-23,Gross Value Added,Annual,Provisional Estimates,"Financial, Real Estate & Professional Services",,,,5300146.666,3320305.096,₹ Crore
2011-12,Current,2022-23,Gross Value Added,Annual,Provisional Estimates,"Public Administration, Defence & Other Services",,,,3448178.059,1881614.676,₹ Crore
2011-12,Current,2022-23,Gross Value Added,Annual,Provisional Estimates,Total Gross Value Added,,,,24742870.77,14764840.02,₹ Crore
2011-12,Current,2022-23,Gross Value Added,Annual,First Revised Estimates,,,Public Non-Financial Corporations,,1251180.741,,₹ Crore
2011-12,Current,2022-23,Gross Value Added,Annual,First Revised Estimates,,,Private Non-Financial Corporations,,8673761.806,,₹ Crore
2011-12,Current,2022-23,Gross Value Added,Annual,First Revised Estimates,,,Public Financial Corporations,,639972.444,,₹ Crore
2011-12,Current,2022-23,Gross Value Added,Annual,First Revised Estimates,,,Private Financial Corporations,,802512.3912,,₹ Crore
2011-12,Current,2022-23,Gross Value Added,Annual,First Revised Estimates,,,General Government,,2381170.235,,₹ Crore
2011-12,Current,2022-23,Gross Value Added,Annual,First Revised Estimates,,,Households Including NPISH,,10910443.66,,₹ Crore
2011-12,Current,2022-23,Gross Value Added,Annual,First Revised Estimates,,,Total Gross Value Added,,24659041.28,,₹ Crore
2011-12,Current,2022-23,Gross Value Added,Annual,First Revised Estimates,"Agriculture, Livestock, Forestry and Fishing",Crops,,,2478925.193,1230082.758,₹ Crore
2011-12,Current,2022-23,Gross Value Added,Annual,First Revised Estimates,"Agriculture, Livestock, Forestry and Fishing",Livestock,,,1355460.264,690268.1997,₹ Crore
2011-12,Current,2022-23,Gross Value Added,Annual,First Revised Estimates,"Agriculture, Livestock, Forestry and Fishing",Forestry and Logging,,,324875.2959,186824.5109,₹ Crore
2011-12,Current,2022-23,Gross Value Added,Annual,First Revised Estimates,"Agriculture, Livestock, Forestry and Fishing",Fishing and Aquaculture,,,325006.9859,165075.0062,₹ Crore
2011-12,Current,2022-23,Gross Value Added,Annual,First Revised Estimates,"Agriculture, Livestock, Forestry and Fishing",,,,4484267.739,2272250.475,₹ Crore
2011-12,Current,2022-23,Gross Value Added,Annual,First Revised Estimates,Mining and Quarrying,,,,494601.9171,315256.2715,₹ Crore
2011-12,Current,2022-23,Gross Value Added,Annual,First Revised Estimates,Manufacturing,"Food Products, Beverages and Tobacco",,,325540.9558,209630.7003,₹ Crore
2011-12,Current,2022-23,Gross Value Added,Annual,First Revised Estimates,Manufacturing,"Textiles, Apparel and Leather Products",,,395520.1626,280435.7372,₹ Crore
2011-12,Current,2022-23,Gross Value Added,Annual,First Revised Estimates,Manufacturing,Metal Products,,,641298.5034,438862.413,₹ Crore
2011-12,Current,2022-23,Gross Value Added,Annual,First Revised Estimates,Manufacturing,Machinery and Equipment,,,742263.741,585207.8646,₹ Crore
2011-12,Current,2022-23,Gross Value Added,Annual,First Revised Estimates,Manufacturing,Other Manufactured Goods,,,1431837.898,990526.615,₹ Crore
2011-12,Current,2022-23,Gross Value Added,Annual,First Revised Estimates,Manufacturing,,,,3536461.26,2504663.33,₹ Crore
2011-12,Current,2022-23,Gross Value Added,Annual,First Revised Estimates,"Electricity, Gas, Water Supply & Other Utility Services",,,,604208.8788,347973.4129,₹ Crore
2011-12,Current,2022-23,Gross Value Added,Annual,First Revised Estimates,Construction,,,,2178693.323,1306255.856,₹ Crore
2011-12,Current,2022-23,Gross Value Added,Annual,First Revised Estimates,"Trade, Repair, Hotels and Restaurants",Trade & Repair Services,,,2615145.951,1684541.099,₹ Crore
2011-12,Current,2022-23,Gross Value Added,Annual,First Revised Estimates,"Trade, Repair, Hotels and Restaurants",Hotels & Restaurants,,,239330.1039,154176.9769,₹ Crore
2011-12,Current,2022-23,Gross Value Added,Annual,First Revised Estimates,"Trade, Repair, Hotels and Restaurants",,,,2854476.055,1838718.076,₹ Crore
2011-12,Current,2022-23,Gross Value Added,Annual,First Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Railways,,,163878.0886,94504.19086,₹ Crore
2011-12,Current,2022-23,Gross Value Added,Annual,First Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Road Transport,,,735479.9689,446246.6477,₹ Crore
2011-12,Current,2022-23,Gross Value Added,Annual,First Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Water Transport,,,25198.30169,14134.29979,₹ Crore
2011-12,Current,2022-23,Gross Value Added,Annual,First Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Air Transport,,,16640.39434,8749.286193,₹ Crore
2011-12,Current,2022-23,Gross Value Added,Annual,First Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Services Incidental to Transport,,,153735.5393,95280.52948,₹ Crore
2011-12,Current,2022-23,Gross Value Added,Annual,First Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Storage,,,23935.53657,17380.03143,₹ Crore
2011-12,Current,2022-23,Gross Value Added,Annual,First Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Communication & Services Related to Broadcasting,,,436804.2253,262710.2538,₹ Crore
2011-12,Current,2022-23,Gross Value Added,Annual,First Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",,,,1555672.055,939005.2393,₹ Crore
2011-12,Current,2022-23,Gross Value Added,Annual,First Revised Estimates,Financial Services,,,,1442484.835,894602.8993,₹ Crore
2011-12,Current,2022-23,Gross Value Added,Annual,First Revised Estimates,"Real Estate, Ownership of Dwelling & Professional Services",,,,4077678.473,2510871.016,₹ Crore
2011-12,Current,2022-23,Gross Value Added,Annual,First Revised Estimates,Public Administration and Defence,,,,1489173.892,828313.6195,₹ Crore
2011-12,Current,2022-23,Gross Value Added,Annual,First Revised Estimates,Other Services,,,,1941322.852,1046990.395,₹ Crore
2011-12,Current,2022-23,Gross Value Added,Annual,First Revised Estimates,Total Gross Value Added,,,,24659041.28,14804900.59,₹ Crore
2022-23,Current,2022-23,Gross Value Added,Annual,Final Estimates,,,Public Non-Financial Corporations,,1258783.629,,₹ Crore
2011-12,Current,2022-23,Gross Value Added,Annual,Final Estimates,,,Public Non-Financial Corporations,,1256277.556,,₹ Crore
2011-12,Current,2022-23,Gross Value Added,Annual,Final Estimates,,,Private Non-Financial Corporations,,8714930.535,,₹ Crore
2022-23,Current,2022-23,Gross Value Added,Annual,Final Estimates,,,Private Non-Financial Corporations,,8046653.227,,₹ Crore
2011-12,Current,2022-23,Gross Value Added,Annual,Final Estimates,,,Public Financial Corporations,,642010.294,,₹ Crore
2022-23,Current,2022-23,Gross Value Added,Annual,Final Estimates,,,Public Financial Corporations,,645812.379,,₹ Crore
2011-12,Current,2022-23,Gross Value Added,Annual,Final Estimates,,,Private Financial Corporations,,810668.2567,,₹ Crore
2022-23,Current,2022-23,Gross Value Added,Annual,Final Estimates,,,Private Financial Corporations,,831881.5571,,₹ Crore
2011-12,Current,2022-23,Gross Value Added,Annual,Final Estimates,,,General Government,,2311397.303,,₹ Crore
2022-23,Current,2022-23,Gross Value Added,Annual,Final Estimates,,,General Government,,2285646.024,,₹ Crore
2011-12,Current,2022-23,Gross Value Added,Annual,Final Estimates,,,Households Including NPISH,,10911413.75,,₹ Crore
2022-23,Current,2022-23,Gross Value Added,Annual,Final Estimates,,,Households Including NPISH,,10694984.61,,₹ Crore
2011-12,Current,2022-23,Gross Value Added,Annual,Final Estimates,,,Total Gross Value Added,,24646697.7,,₹ Crore
2022-23,Current,2022-23,Gross Value Added,Annual,Final Estimates,,,Total Gross Value Added,,23763761.42,,₹ Crore
2022-23,Current,2022-23,Gross Value Added,Annual,Final Estimates,"Agriculture, Livestock, Forestry and Fishing",Crops,,,2940911.932,2940911.932,₹ Crore
2011-12,Current,2022-23,Gross Value Added,Annual,Final Estimates,"Agriculture, Livestock, Forestry and Fishing",Crops,,,2414289.109,1262418.212,₹ Crore
2011-12,Current,2022-23,Gross Value Added,Annual,Final Estimates,"Agriculture, Livestock, Forestry and Fishing",Livestock,,,1364762.71,690067.1236,₹ Crore
2011-12,Current,2022-23,Gross Value Added,Annual,Final Estimates,"Agriculture, Livestock, Forestry and Fishing",Livestock,,,1364762.71,690067.1236,₹ Crore
2022-23,Current,2022-23,Gross Value Added,Annual,Final Estimates,"Agriculture, Livestock, Forestry and Fishing",Forestry and Logging,,,389062.1465,389062.1465,₹ Crore
2011-12,Current,2022-23,Gross Value Added,Annual,Final Estimates,"Agriculture, Livestock, Forestry and Fishing",Forestry and Logging,,,344682.7873,187516.4485,₹ Crore
2022-23,Current,2022-23,Gross Value Added,Annual,Final Estimates,"Agriculture, Livestock, Forestry and Fishing",Fishing and Aquaculture,,,244359.8582,244359.8582,₹ Crore
2011-12,Current,2022-23,Gross Value Added,Annual,Final Estimates,"Agriculture, Livestock, Forestry and Fishing",Fishing and Aquaculture,,,325597.8329,165975.8373,₹ Crore
2022-23,Current,2022-23,Gross Value Added,Annual,Final Estimates,"Agriculture, Livestock, Forestry and Fishing",,,,4756193.809,4756193.809,₹ Crore
2011-12,Current,2022-23,Gross Value Added,Annual,Final Estimates,"Agriculture, Livestock, Forestry and Fishing",,,,4449332.44,2305977.621,₹ Crore
2022-23,Current,2022-23,Gross Value Added,Annual,Final Estimates,Mining and Quarrying,,,,506016.9632,506016.9632,₹ Crore
2011-12,Current,2022-23,Gross Value Added,Annual,Final Estimates,Mining and Quarrying,,,,510682.0733,319733.4839,₹ Crore
2022-23,Current,2022-23,Gross Value Added,Annual,Final Estimates,Manufacturing,"Food Products, Beverages and Tobacco",,,381881.2818,381881.2818,₹ Crore
2011-12,Current,2022-23,Gross Value Added,Annual,Final Estimates,Manufacturing,"Food Products, Beverages and Tobacco",,,352090.7272,228437.727,₹ Crore
2022-23,Current,2022-23,Gross Value Added,Annual,Final Estimates,Manufacturing,"Textiles, Apparel and Leather Products",,,396917.675,396917.675,₹ Crore
2011-12,Current,2022-23,Gross Value Added,Annual,Final Estimates,Manufacturing,"Textiles, Apparel and Leather Products",,,435441.7761,308401.9598,₹ Crore
2022-23,Current,2022-23,Gross Value Added,Annual,Final Estimates,Manufacturing,Metal Products,,,493186.8848,493186.8848,₹ Crore
2011-12,Current,2022-23,Gross Value Added,Annual,Final Estimates,Manufacturing,Metal Products,,,523640.7177,360485.7191,₹ Crore
2022-23,Current,2022-23,Gross Value Added,Annual,Final Estimates,Manufacturing,Machinery and Equipment,,,781054.4145,781054.4145,₹ Crore
2011-12,Current,2022-23,Gross Value Added,Annual,Final Estimates,Manufacturing,Machinery and Equipment,,,832857.0912,657131.9939,₹ Crore
2022-23,Current,2022-23,Gross Value Added,Annual,Final Estimates,Manufacturing,Other Manufactured Goods,,,1429149.884,1429149.884,₹ Crore
2011-12,Current,2022-23,Gross Value Added,Annual,Final Estimates,Manufacturing,Other Manufactured Goods,,,1390836.202,961906.2604,₹ Crore
2022-23,Current,2022-23,Gross Value Added,Annual,Final Estimates,"Electricity, Gas, Water Supply & Other Utility Services",,,,589856.5296,589856.5296,₹ Crore
2011-12,Current,2022-23,Gross Value Added,Annual,Final Estimates,"Electricity, Gas, Water Supply & Other Utility Services",,,,609067.5003,352331.0576,₹ Crore
